level_0,index,Date,Type,Seconds,Duration,Description,Lat,Lon,full_address,neighbourhood,city,province,country_code,country,location_data_raw
1223,41678,5/1/2004 20:30,disk,60,approx; 1 minute,HBCCUFO CANADIAN REPORT:  Object that shoots off at a fast rate of speed across the sky nad video taped.,43.383333,-80.31666700000001,"50, Munch Avenue, Cambridge, Waterloo, Ontario, N1R 7G3, Canada",,Cambridge,Ontario,ca,Canada,"{'place_id': '331863798619', 'osm_type': 'node', 'osm_id': '4035136998', 'licence': 'https://locationiq.com/attribution', 'lat': '43.383322', 'lon': '-80.316554', 'display_name': '50, Munch Avenue, Cambridge, Waterloo, Ontario, N1R 7G3, Canada', 'boundingbox': ['43.383322', '43.383322', '-80.316554', '-80.316554'], 'importance': 0.225, 'address': {'house_number': '50', 'road': 'Munch Avenue', 'city': 'Cambridge', 'county': 'Waterloo', 'state': 'Ontario', 'postcode': 'N1R 7G3', 'country': 'Canada', 'country_code': 'ca'}}"
1224,41697,5/1/2005 23:00,other,1500,15-25 minutes,Very large fire orange object in Oshawa&#44 Ontario.,43.9,-78.866667,"44, William Street West, O'Neill, Oshawa, Ontario, L1G 1J9, Canada",O'Neill,Oshawa,Ontario,ca,Canada,"{'place_id': '331810942161', 'licence': 'https://locationiq.com/attribution', 'lat': '43.899996', 'lon': '-78.866633', 'display_name': ""44, William Street West, O'Neill, Oshawa, Ontario, L1G 1J9, Canada"", 'boundingbox': ['43.899996', '43.899996', '-78.866633', '-78.866633'], 'importance': 0.225, 'address': {'house_number': '44', 'road': 'William Street West', 'neighbourhood': ""O'Neill"", 'city': 'Oshawa', 'state': 'Ontario', 'postcode': 'L1G 1J9', 'country': 'Canada', 'country_code': 'ca'}}"
1225,41708,5/1/2006 23:35,light,60,1 min,I was having a smoke at about 11:35 PM and looked in the sky and noticed a very bright light and thought it was a plane.It was not movi,46.216667,-63.483332999999995,"36, Causeway Road, Victoria, Queens County, Prince Edward Island, C0A 2G0, Canada",,,Prince Edward Island,ca,Canada,"{'place_id': '19011996', 'licence': 'https://locationiq.com/attribution', 'osm_type': 'node', 'osm_id': '1748028710', 'lat': '46.212265', 'lon': '-63.485442', 'display_name': '36, Causeway Road, Victoria, Queens County, Prince Edward Island, C0A 2G0, Canada', 'address': {'house_number': '36', 'road': 'Causeway Road', 'village': 'Victoria', 'county': 'Queens County', 'state': 'Prince Edward Island', 'postcode': 'C0A 2G0', 'country': 'Canada', 'country_code': 'ca'}, 'boundingbox': ['46.212165', '46.212365', '-63.485542', '-63.485342']}"
1226,41752,5/1/2010 23:30,flash,900,about 15 minutes each tim,Multicolored UFO seen over Edson Alberta Twice,53.583333,-116.41666699999999,"4505, 2 Avenue, Edson, Yellowhead, Alberta, T7E 1W5, Canada",,Edson,Alberta,ca,Canada,"{'place_id': '331468697047', 'osm_type': 'node', 'osm_id': '854021743', 'licence': 'https://locationiq.com/attribution', 'lat': '53.5847', 'lon': '-116.418957', 'display_name': '4505, 2 Avenue, Edson, Yellowhead, Alberta, T7E 1W5, Canada', 'boundingbox': ['53.5847', '53.5847', '-116.418957', '-116.418957'], 'importance': 0.175, 'address': {'house_number': '4505', 'road': '2 Avenue', 'city': 'Edson', 'county': 'Yellowhead', 'state': 'Alberta', 'postcode': 'T7E 1W5', 'country': 'Canada', 'country_code': 'ca'}}"
1227,41869,5/12/2002 01:40,triangle,6,6 seconds,The most beautiful experience of my life&#44 a ufo closer then I could have ever imagined&#33,52.266667,-113.8,"4509, 48 Street, Red Deer, Red Deer, Alberta, T4S 2A2, Canada",,Red Deer,Alberta,ca,Canada,"{'place_id': '330906680532', 'licence': 'https://locationiq.com/attribution', 'lat': '52.266813', 'lon': '-113.800381', 'display_name': '4509, 48 Street, Red Deer, Red Deer, Alberta, T4S 2A2, Canada', 'boundingbox': ['52.266813', '52.266813', '-113.800381', '-113.800381'], 'importance': 0.2, 'address': {'house_number': '4509', 'road': '48 Street', 'city': 'Red Deer', 'county': 'Red Deer', 'state': 'Alberta', 'postcode': 'T4S 2A2', 'country': 'Canada', 'country_code': 'ca'}}"
1228,41871,5/12/2002 03:00,oval,64,64 seconds,oval&#44 gold shining&#44 UFO,45.5,-73.583333,"1374, Avenue du Docteur-Penfield, Montagne, Montreal, Montreal, Quebec, H3G 1B7, Canada",Montagne,Montreal,Quebec,ca,Canada,"{'place_id': '333969664104', 'osm_type': 'node', 'osm_id': '2439184484', 'licence': 'https://locationiq.com/attribution', 'lat': '45.499912', 'lon': '-73.58333', 'display_name': '1374, Avenue du Docteur-Penfield, Montagne, Montreal, Montreal, Quebec, H3G 1B7, Canada', 'boundingbox': ['45.499912', '45.499912', '-73.58333', '-73.58333'], 'importance': 0.2, 'address': {'house_number': '1374', 'road': 'Avenue du Docteur-Penfield', 'neighbourhood': 'Montagne', 'city': 'Montreal', 'county': 'Montreal', 'state': 'Quebec', 'postcode': 'H3G 1B7', 'country': 'Canada', 'country_code': 'ca'}}"
1229,41893,5/12/2004 23:11,cigar,300,5 min,cigar shaped glowed green and then changed to red flown to the east in zig zags approx 12,51.083333,-114.08333300000001,"10 Street NW, Queens Park Village, Calgary, Alberta, T2K 1R8, Canada",Queens Park Village,Calgary,Alberta,ca,Canada,"{'place_id': '332627885326', 'licence': 'https://locationiq.com/attribution', 'lat': '51.084013', 'lon': '-114.084131', 'display_name': '10 Street NW, Queens Park Village, Calgary, Alberta, T2K 1R8, Canada', 'boundingbox': ['51.079635', '51.08879', '-114.087212', '-114.083092'], 'importance': 0.2, 'address': {'road': '10 Street NW', 'neighbourhood': 'Queens Park Village', 'city': 'Calgary', 'state': 'Alberta', 'postcode': 'T2K 1R8', 'country': 'Canada', 'country_code': 'ca'}}"
1230,41941,5/12/2010 21:55,light,1,1 second,Two bright green lights traveling west over our home&#44 one bigger than the other&#44 appeared to be descending. They could have been firewo,51.083333,-114.08333300000001,"10 Street NW, Queens Park Village, Calgary, Alberta, T2K 1R8, Canada",Queens Park Village,Calgary,Alberta,ca,Canada,"{'place_id': '332627885326', 'licence': 'https://locationiq.com/attribution', 'lat': '51.084013', 'lon': '-114.084131', 'display_name': '10 Street NW, Queens Park Village, Calgary, Alberta, T2K 1R8, Canada', 'boundingbox': ['51.079635', '51.08879', '-114.087212', '-114.083092'], 'importance': 0.2, 'address': {'road': '10 Street NW', 'neighbourhood': 'Queens Park Village', 'city': 'Calgary', 'state': 'Alberta', 'postcode': 'T2K 1R8', 'country': 'Canada', 'country_code': 'ca'}}"
1231,41945,5/12/2010 23:18,diamond,300,5 minutes,It stopped and changed directions frequently&#44 and eventually disappeared.,46.05,-64.81,"16, Brewster St, Riverview, Albert, New Brunswick, E1B 2X3, Canada",,Riverview,New Brunswick,ca,Canada,"{'place_id': '331741050028', 'licence': 'https://locationiq.com/attribution', 'lat': '46.049892', 'lon': '-64.810039', 'display_name': '16, Brewster St, Riverview, Albert, New Brunswick, E1B 2X3, Canada', 'boundingbox': ['46.049892', '46.049892', '-64.810039', '-64.810039'], 'importance': 0.2, 'address': {'house_number': '16', 'road': 'Brewster St', 'city': 'Riverview', 'county': 'Albert', 'state': 'New Brunswick', 'postcode': 'E1B 2X3', 'country': 'Canada', 'country_code': 'ca'}}"
1232,41951,5/12/2011 22:00,oval,3000,hours,((HOAX??))  my friend and I were outside I said to him that is a funny star I never seen it there before.,49.683333,-125.0,"1320, McPhee Avenue, Courtenay, Comox Valley, British Columbia, V9N 1H9, Canada",,Courtenay,British Columbia,ca,Canada,"{'place_id': '331543354459', 'osm_type': 'node', 'osm_id': '2562235239', 'licence': 'https://locationiq.com/attribution', 'lat': '49.683138', 'lon': '-125.000265', 'display_name': '1320, McPhee Avenue, Courtenay, Comox Valley, British Columbia, V9N 1H9, Canada', 'boundingbox': ['49.683138', '49.683138', '-125.000265', '-125.000265'], 'importance': 0.2, 'address': {'house_number': '1320', 'road': 'McPhee Avenue', 'city': 'Courtenay', 'county': 'Comox Valley', 'state': 'British Columbia', 'postcode': 'V9N 1H9', 'country': 'Canada', 'country_code': 'ca'}}"
1233,41955,5/12/2012 01:00,changing,150,2:30,We were out on a grid road&#44 Were were watching orbs sit and then some weird flashes started coming out of them&#44 One red orb fell so we,50.45,-104.616667,"2505, 11th Avenue, Regina, Division No.  6, Saskatchewan, S4P 0K6, Canada",,Regina,Saskatchewan,ca,Canada,"{'place_id': '330714517245', 'licence': 'https://locationiq.com/attribution', 'lat': '50.449978', 'lon': '-104.617004', 'display_name': '2505, 11th Avenue, Regina, Division No.  6, Saskatchewan, S4P 0K6, Canada', 'boundingbox': ['50.449978', '50.449978', '-104.617004', '-104.617004'], 'importance': 0.2, 'address': {'house_number': '2505', 'road': '11th Avenue', 'city': 'Regina', 'county': 'Division No.  6', 'state': 'Saskatchewan', 'postcode': 'S4P 0K6', 'country': 'Canada', 'country_code': 'ca'}}"
1234,41987,5/12/2012 23:00,light,45,35 to 45 seconds,Two blue lights travel over ocean from Esquimalt Lagoon Colwood making no noise or water disturbance at high speed to the USA.,46.216667,-63.483332999999995,"36, Causeway Road, Victoria, Queens County, Prince Edward Island, C0A 2G0, Canada",,,Prince Edward Island,ca,Canada,"{'place_id': '19011996', 'licence': 'https://locationiq.com/attribution', 'osm_type': 'node', 'osm_id': '1748028710', 'lat': '46.212265', 'lon': '-63.485442', 'display_name': '36, Causeway Road, Victoria, Queens County, Prince Edward Island, C0A 2G0, Canada', 'address': {'house_number': '36', 'road': 'Causeway Road', 'village': 'Victoria', 'county': 'Queens County', 'state': 'Prince Edward Island', 'postcode': 'C0A 2G0', 'country': 'Canada', 'country_code': 'ca'}, 'boundingbox': ['46.212165', '46.212365', '-63.485542', '-63.485342']}"
1235,42003,5/13/1991 22:00,disk,180,2-3 minutes,You spend a good part of your life a non-believer&#44 until one day you see something that will change your view forever&#33&#33,49.466667,-123.766667,"Shorncliffe Avenue, Sechelt, Sunshine Coast Regional District, British Columbia, V0N 3A0, Canada",,,British Columbia,ca,Canada,"{'place_id': '125235254', 'licence': 'https://locationiq.com/attribution', 'osm_type': 'way', 'osm_id': '164628181', 'lat': '49.4699803', 'lon': '-123.764919', 'display_name': 'Shorncliffe Avenue, Sechelt, Sunshine Coast Regional District, British Columbia, V0N 3A0, Canada', 'address': {'road': 'Shorncliffe Avenue', 'town': 'Sechelt', 'county': 'Sunshine Coast Regional District', 'state': 'British Columbia', 'postcode': 'V0N 3A0', 'country': 'Canada', 'country_code': 'ca'}, 'boundingbox': ['49.4699803', '49.4707243', '-123.764919', '-123.764854']}"
1236,42031,5/13/2001 18:45,cigar,240,3 -4 minutes,Luminous stationnary cigar shaped objet seen in Qu&eacute;bec sky,46.7,-75.45,"207, 11e Avenue, Ferme-Neuve, Antoine-Labelle, Quebec, J0W 1C0, Canada",,Ferme-Neuve,Quebec,ca,Canada,"{'place_id': '330815693396', 'osm_type': 'node', 'osm_id': '1172733407', 'licence': 'https://locationiq.com/attribution', 'lat': '46.699699', 'lon': '-75.4502', 'display_name': '207, 11e Avenue, Ferme-Neuve, Antoine-Labelle, Quebec, J0W 1C0, Canada', 'boundingbox': ['46.699699', '46.699699', '-75.4502', '-75.4502'], 'importance': 0.2, 'address': {'house_number': '207', 'road': '11e Avenue', 'city': 'Ferme-Neuve', 'county': 'Antoine-Labelle', 'state': 'Quebec', 'postcode': 'J0W 1C0', 'country': 'Canada', 'country_code': 'ca'}}"
1237,42052,5/13/2003 02:15,formation,9,approx. 09 sec&#44,we were at Bingemans Conservation Area and I looed up and thought I saw a shooting star. When my wife turned to look up&#44 two more spit,43.45,-80.5,"27, Oak St, Kitchener, Waterloo, Ontario, N2G 2B2, Canada",,Kitchener,Ontario,ca,Canada,"{'place_id': '332116691600', 'licence': 'https://locationiq.com/attribution', 'lat': '43.449865', 'lon': '-80.499975', 'display_name': '27, Oak St, Kitchener, Waterloo, Ontario, N2G 2B2, Canada', 'boundingbox': ['43.449865', '43.449865', '-80.499975', '-80.499975'], 'importance': 0.2, 'address': {'house_number': '27', 'road': 'Oak St', 'city': 'Kitchener', 'county': 'Waterloo', 'state': 'Ontario', 'postcode': 'N2G 2B2', 'country': 'Canada', 'country_code': 'ca'}}"
1238,42055,5/13/2003 20:15,circle,300,5 min,round quiet rotating and very low flying then sped off in an instant.,46.183333,-62.533333,"47, Kent St, Kings, Prince Edward Island, C0A 1L0, Canada",,,Prince Edward Island,ca,Canada,"{'place_id': '334101290899', 'licence': 'https://locationiq.com/attribution', 'lat': '46.183311', 'lon': '-62.53357', 'display_name': '47, Kent St, Kings, Prince Edward Island, C0A 1L0, Canada', 'boundingbox': ['46.183311', '46.183311', '-62.53357', '-62.53357'], 'importance': 0.2, 'address': {'house_number': '47', 'road': 'Kent St', 'county': 'Kings', 'state': 'Prince Edward Island', 'postcode': 'C0A 1L0', 'country': 'Canada', 'country_code': 'ca'}}"
1239,42058,5/13/2003 23:35,other,10,10 seconds,HBCCUFO CANADIAN REPORT:  Ring of colored lights with dark round object in the center.,54.5,-128.583333,"2090, Kalum St, Kitimat-Stikine, British Columbia, V8G 4S6, Canada",,,British Columbia,ca,Canada,"{'place_id': '333587786060', 'licence': 'https://locationiq.com/attribution', 'lat': '54.500561', 'lon': '-128.585877', 'display_name': '2090, Kalum St, Kitimat-Stikine, British Columbia, V8G 4S6, Canada', 'boundingbox': ['54.500561', '54.500561', '-128.585877', '-128.585877'], 'importance': 0.175, 'address': {'house_number': '2090', 'road': 'Kalum St', 'county': 'Kitimat-Stikine', 'state': 'British Columbia', 'postcode': 'V8G 4S6', 'country': 'Canada', 'country_code': 'ca'}}"
1240,42070,5/13/2004 23:15,other,240,4 minutes,HBCCUFO CANADIAN REPORT:  Objects cross paths.,53.916667,-122.766667,"877, Alward St, Prince George, Fraser-Fort George, British Columbia, V2M 2H8, Canada",,Prince George,British Columbia,ca,Canada,"{'place_id': '330176658375', 'licence': 'https://locationiq.com/attribution', 'lat': '53.916735', 'lon': '-122.766684', 'display_name': '877, Alward St, Prince George, Fraser-Fort George, British Columbia, V2M 2H8, Canada', 'boundingbox': ['53.916735', '53.916735', '-122.766684', '-122.766684'], 'importance': 0.225, 'address': {'house_number': '877', 'road': 'Alward St', 'city': 'Prince George', 'county': 'Fraser-Fort George', 'state': 'British Columbia', 'postcode': 'V2M 2H8', 'country': 'Canada', 'country_code': 'ca'}}"
1241,42094,5/13/2008 04:40,light,240,3-4 mins,While observing the stars I noticed a small circular light moving around in a circular motion.,43.25,-79.833333,"15, Spadina Avenue, Hamilton, Hamilton, Ontario, L8M 1C8, Canada",,Hamilton,Ontario,ca,Canada,"{'place_id': '332066417682', 'licence': 'https://locationiq.com/attribution', 'lat': '43.250068', 'lon': '-79.833447', 'display_name': '15, Spadina Avenue, Hamilton, Hamilton, Ontario, L8M 1C8, Canada', 'boundingbox': ['43.250068', '43.250068', '-79.833447', '-79.833447'], 'importance': 0.2, 'address': {'house_number': '15', 'road': 'Spadina Avenue', 'city': 'Hamilton', 'county': 'Hamilton', 'state': 'Ontario', 'postcode': 'L8M 1C8', 'country': 'Canada', 'country_code': 'ca'}}"
1242,42107,5/13/2009 22:30,fireball,8,8 sec,Star became a bright white light which began moving then disappeared.  ((NUFORC Note:  Possible Iridium satellite?  PD)),45.416667,-75.7,"255, Nepean Street, Centretown, Ottawa, Ottawa, Ontario, K2P 0B7, Canada",Centretown,Ottawa,Ontario,ca,Canada,"{'place_id': '331308888021', 'osm_type': 'way', 'osm_id': '482238181', 'licence': 'https://locationiq.com/attribution', 'lat': '45.416689', 'lon': '-75.699972', 'display_name': '255, Nepean Street, Centretown, Ottawa, Ottawa, Ontario, K2P 0B7, Canada', 'boundingbox': ['45.416689', '45.416689', '-75.699972', '-75.699972'], 'importance': 0.225, 'address': {'house_number': '255', 'road': 'Nepean Street', 'neighbourhood': 'Centretown', 'city': 'Ottawa', 'county': 'Ottawa', 'state': 'Ontario', 'postcode': 'K2P 0B7', 'country': 'Canada', 'country_code': 'ca'}}"
1243,42151,5/13/2013 23:30,light,4,3-4 seconds,Bright  whitish-blue roundish light appeared and disappeared  pulse in  3-4 seconds.  ((NUFORC Note:  Possible satellite?  PD)),43.75,-79.2,"217X, Livingston Rd, Guildwood, Toronto, Toronto, Ontario, M1E 1L8, Canada",Guildwood,Toronto,Ontario,ca,Canada,"{'place_id': '330593526885', 'licence': 'https://locationiq.com/attribution', 'lat': '43.749989', 'lon': '-79.200004', 'display_name': '217X, Livingston Rd, Guildwood, Toronto, Toronto, Ontario, M1E 1L8, Canada', 'boundingbox': ['43.749989', '43.749989', '-79.200004', '-79.200004'], 'importance': 0.225, 'address': {'house_number': '217X', 'road': 'Livingston Rd', 'neighbourhood': 'Guildwood', 'city': 'Toronto', 'county': 'Toronto', 'state': 'Ontario', 'postcode': 'M1E 1L8', 'country': 'Canada', 'country_code': 'ca'}}"
1244,42168,5/14/2000 11:25,diamond,5,5 seconds,We were driving along the highway and we saw a large&#44 bright&#44 diamond shape object in the sky. The object was falling rapidly on an ang,42.95,-81.616667,"224, Caradoc Street South, Strathroy-Caradoc, Middlesex, Ontario, N7G 2P3, Canada",,Strathroy-Caradoc,Ontario,ca,Canada,"{'place_id': '331184519417', 'osm_type': 'node', 'osm_id': '1938967134', 'licence': 'https://locationiq.com/attribution', 'lat': '42.95012', 'lon': '-81.616693', 'display_name': '224, Caradoc Street South, Strathroy-Caradoc, Middlesex, Ontario, N7G 2P3, Canada', 'boundingbox': ['42.95012', '42.95012', '-81.616693', '-81.616693'], 'importance': 0.2, 'address': {'house_number': '224', 'road': 'Caradoc Street South', 'city': 'Strathroy-Caradoc', 'county': 'Middlesex', 'state': 'Ontario', 'postcode': 'N7G 2P3', 'country': 'Canada', 'country_code': 'ca'}}"
1245,42274,5/14/2012 23:00,flash,120,1-2 minutes,3 brilliant flashes seen over East Ottawa,45.416667,-75.7,"255, Nepean Street, Centretown, Ottawa, Ottawa, Ontario, K2P 0B7, Canada",Centretown,Ottawa,Ontario,ca,Canada,"{'place_id': '331308888021', 'osm_type': 'way', 'osm_id': '482238181', 'licence': 'https://locationiq.com/attribution', 'lat': '45.416689', 'lon': '-75.699972', 'display_name': '255, Nepean Street, Centretown, Ottawa, Ottawa, Ontario, K2P 0B7, Canada', 'boundingbox': ['45.416689', '45.416689', '-75.699972', '-75.699972'], 'importance': 0.225, 'address': {'house_number': '255', 'road': 'Nepean Street', 'neighbourhood': 'Centretown', 'city': 'Ottawa', 'county': 'Ottawa', 'state': 'Ontario', 'postcode': 'K2P 0B7', 'country': 'Canada', 'country_code': 'ca'}}"
